0	fake	Marielle> BANDIDOS Narco-traficantes-Militias stepped on the PCC ball> Commander of the crime # PT's Arms #Criminal Organization Murdered by THIAGO- MACACO Midia to accuse those who destroyed the dream #GRANDEPATRIA @ECantanhede @CarvalhosaMo @CarlosBolsonaro @RenovMidiaITEFC .twitter.com / 8HTb0VVmj8
1	fake	Well, the latest news about this is that Marielle's real killer is not those accused but an element code-named Macaco ". That is, he did not stick the Bolsonaro x Marielle relationship. Review his sources."
2	fake	@jornalnacional lived with news from Marielle for 3 months almost every day. Why did the reports stop? Just because it was discovered that your killer was Thiago monkey? Black slum and linked to trafficking? Bonemer vc is the supreme juice of the ridiculous.
3	fake	Cesari Battisti confessed his crimes, the left was silent; MARIELLE's killer was discovered, the left fell silent and now Lulatro confessed, the left stuck his tongue where my monkey the cashew. Demagogues, hypocrites and Pharisees
4	true	[Agência Lupa] We verified: It is false that Thiago Macaco was identified as Marielle's murderer https: // piaui.folha.uol.com.br/lupa/2019/04/0 1 / we checked-marielle-imprisoned-thiago /…
5	true	UP IN THE AIR. Thiago Macaco is not accused by the police of murdering Marielle. https: // aosfatos.org/noticias/thiag the-monkey-is-not-accused-by-the-police-of-murdering-marielle /… pic.twitter.com/RucmWUvSoT
6	true	Have you found out who sent it yet? Who did Marielle bother with, anyway? The link between trafficking and militias has always been known. Are you playing naive now? The news of thiago monkey is old.
7	fake	Thiago Macaco is arrested for involvement in the death of Marielle - Brazil - iG https: // ultimosegundo.ig.com.br/brasil/2018-05 -30 / marielle-franco-thiago-monkey.html…
8	fake	Shall we talk about Marielle? Why did you stop talking about her? Why did Thiago Macaco from the red, black, poor, drug dealer party confess? You are very naughty Boulos! https: // twitter.com/GuilhermeBoulo s / status / 1111372441551433728…
9	fake	Bolsonarista killer is good hahahahahaha As for the death of this Marielle, Thiago Macaco (black and poor) is under arrest. Marielle was killed by the same killers that PSOL usually defends.
10	fake	Whoever killed Marielle was a drug dealer named Tiago Macaco. Drug dealer. Bandit. You created Frankstein and he turned against you. But the police have to be blamed, don't they?
11	fake	Who killed Marielle? Answer: Thiago Macaco, black man, poor and linked to trafficking pic.twitter.com/3aRayciINB
12	fake	Actually, not a girl. The suspect was a drug dealer "Thiago Monkey" if I'm not mistaken. And no person with a political position contrary to Marielle's was indicted as a suspect, so it wasn't a political crime, it was more of a woman who suffered from violence. brazilian
13	fake	The left is currently defending the guy who almost killed Bolsonaro, well, let us now consider that Tiago Macaco, the man who killed Marielle Franco, is completely innocent of the case :)
14	fake	What world do you live in? It was Thiago monkey who killed Marielle. But as the murderer is black, you are playing disagreements.
15	true	Wrong! Tiago Macaco was arrested for involvement in the death of the Siciliano employee. It was later reported by the media that he would have participated in Marielle's death and that he would not have been the killer as you said, but responsible for the cloning of Cobalt. Fake News
16	fake	There is no Marielle Case "outside the press. They have already identified the killer. Former inmate Marcelo Macaco. Only the left doesn't accept that he is NOT a blond with blue eyes ..."
17	fake	Marielle's killer was discovered! It's Thiago Macaco, black, poor and drug dealer #boato http: // www. rumors.org/politica/assas sino-marielle-thiago-monkey.html…
18	fake	Contrary to the conclusions of PSOL and Marcelo Freixo pointing to the probable murderer of Marielle as a white man, from the PM and homophobic, here the investigation arrived in Thiago Macaco, who is black, of poor origin and linked to trafficking. The left lies and is silent! #MarielleAusente pic.twitter.com/46kiqR6yPQ
19	fake	Let's talk about Marielle again. MARIELLE VIVE. She was murdered by THIAGO MACACO. He DOES NOT DESERVE PUNISHMENT. Thiago Macaco is a VICTIM OF THE OPPRESSING SOCIETY. Black, poor, racist nickname, with no opportunities in society. #ThiagoMacacoLivre Call @mariadorosario @lucianagenro @ psol50
20	fake	Marielle morta pelo Macaco ... Huhuhahahahaha
21	true	Oh man, they're still trying to blame the victim for the cruel death! Playing that Monkey as guilty of Marielle's murder (which has not yet been confirmed) and saying that she was guilty of defending black and "bandit"! It's easier to do that than admit racism, right?
22	true	Hello fakenews! Thiago Macaco is just one of the suspects of Marielle's death (who was even murdered by a group of people) - among other suspects there is also the Sicilian councilor (PHS), involved with militias, the ex-PM and militia chief Orlando Oliveira , etc.
23	fake	Marielle's killer is a poor black drug dealer with a nickname of Monkey. And now? where are the leftists? Jean Willis? Sakamoto? Maria do Rosario? Boulos? Manuela? PSOL? Where are the global artists? Gone?
24	fake	Arrested suspected of involvement in Marielle's murder. Black, Poor and from the periphery Thiago Macaco ". The defense lawyer must be from PSOL. Pic.twitter.com/rLYxvHS9ph"
25	fake	Vixi, now blow the head of the hypocrites on duty! Involved in Marielle's murder is black and called a Monkey! https: // glo.bo/2xt5ZaK pic.twitter.com/UW4MrtJHVG
26	fake	What? So you mean that Marielle Presente's killer is a black man and is called a Monkey? Vixi, it will tie the head of hypocrisy! And now? - obs .: Present is her last name? pic.twitter.com/8yW7LeJCY8
27	true	Arrest of 'Thiago Macaco' is not related to the Marielle case, says delegate http: // dlvr.it/QVksGm
28	true	Arrest of 'Thiago Macaco' is not related to the Marielle case, says delegate http: // radiovoxbrazil.com/2018/05/prisao -de-thiago-monkey-not-this-related-to-the-case-marielle-says-delegate /…
29	true	Arrest of 'Thiago Macaco' is not related to the Marielle case, says chief - http: // news.jornaltijucas.com.br/prisao-de-thia go-monkey-not-this-related-to-the-case-marielle -delegate /…
30	fake	Police arrest Thiago Macaco, suspected of involvement with Jacarepaguá militia and quoted as a whistleblower in the Marielle case. # rpnm2018 pic.twitter.com/2cq6whl6cR
31	fake	Thiago Bruno Mendonça was arrested at the Nova América shopping center on Tuesday afternoon (30). Known as Thiago Macaco, he is accused of involvement in the deaths of councilor Marielle ... http: // www. portaldolitoralpb.com.br/policia-prende -suspect-of-involvement-in-the-case-marielle /…
32	fake	Suspected prisoner for the death of Marielle Franco, better known as Thiago Macaco ", you can now remove the argument that Marielle died for being black pic.twitter.com/trkRVwWZjh"
33	fake	Thiago Macaque, suspected of being involved in the execution of Marielle Franco, was arrested at the Nova América mall.
34	fake	Two months later ... a man known as Thiago Macaco (33) was arrested yesterday in Rio. He is suspected of involvement in the murder of city councilor Marielle / PSOL, but was arrested for the death of Carlos Alexandre Pereira, the Head, a collaborator with councilor Marcello Siciliano / (PHS).
35	true	The photo, in fact, does not show @dilmabr and neither does Pablo Escobar, but Miguel Ángel Zuvic and his wife, Ema. Zuvic is the father of Argentine politics @MarianaZuvic. The other 2 adults in the photo are in fact Néstor and Cristina Kirchner. Check it out at: http: // bit.ly/2DHfdRd. pic.twitter.com/lszQYK89jb
36	true	Estadão: Old photo is used to claim false meeting between Kirchner couple, Dilma and Pablo Escobar. Right-wing appeals reach levels of perversity. #Venezuela https: // politica.estadao.com.br/blogs/estadao- checks / old-photo-and-used-to-claim-false-reunion-between-couple-kirchner-dilma-and-pablo-escobar / … Via @GoogleNews
37	true	Old photo montage puts couple Kirchner, Dilma and Pablo Escobar in false meeting - O Popular http: // bit.ly/2Wkiu0l
38	true	The image with a false message still says that former Argentine presidents Néstor and Cristina Kirchner would be in the photo. Peronist politicians are in fact in the photo, but Dilma and Pablo Escobar are not.
39	true	An old rumor alleging that former President Dilma Rousseff appears in a photo with Pablo Escobar has returned to circulate on Facebook. It is not true that the PT was posing alongside the famous Colombian drug dealer.
40	true	Seriously sharing that photo again ??? The one they say is Dilma's with Pablo Escobar !!! Kd the fucking block for Fake News and its Facebook spreaders? In a few days these lies will cause someone to die by mistake.
41	fake	I never forget that photo of Dilma, Pablo Escobar and Kirchner
42	true	And this picture of Dilma with Pablo Escobar, but wait ... it's not Dilma and the guy is not Pablo Escobar. The guys spread everything.
43	fake	Dilma has always been very well accompanied. I think Pablo Escobar learned to be a mobster with her. pic.twitter.com/iMn74Td0FI
44	true	The ~ photo of Dilma with Pablo Escobar ~ is an evolution compared to that with Hitley, at least they were alive at the same time
45	fake	In the Bolsonaro government. Lunch at the Plateau, it is at the bandejão. The spree of the PT era is over, of having a chef with a French menu. Those who prepare the food are military stewards, this means zero cost of labor. The images speak for themselves. pic.twitter.com/W7vUhBu3Iv
46	fake	LUNCH ON THE PLANALTO is now on the bandejão, the PT era binge is over, having a chef with a French menu. Those who prepare the food are military stewards, this means zero cost of labor. The images speak for themselves. VIVA BRASIL UNDER NEW DIRECTIVE VIVA BOLSONARO pic.twitter.com/kCzBSie53c
47	fake	No more hiring French chefs to prepare the menu. Lunch at the Plateau is now at the bandejão. Those who prepare the food are military stewards, that means ZERO COST of labor. The images speak for themselves, President Bolsonaro sets an example. #MudaBrasil pic.twitter.com/jwHrLvtjyp
48	fake	In the Bolsonaro government, lunch in the Plateau is on the same plateau! The frenzy of the PT era of having a French menu is over https: // www. facebook.com/Poetaminas/pos ts / 2407845875913669…
49	true	Salad, barbecue and french fries: Bolsonaro's lunch at the Plateau plateau https: // glo.bo/2IJFN0q
50	true	Bolsonaro has lunch for the first time at the Palác employees' banner ... https: // youtu.be/Y8wdBwKn1Z0 via @YouTube
51	true	Bolsonaro is the first chief executive to have lunch at the presidential banner. He promised to return to the restaurant once a month. https: // www. tvcidadenews.com.br/2019/04/bolson aro-faz-historia-ao-lunch-no.html…
52	true	President Bolsonaro is caught eating at the plateau of Palcário do Planalto https: // aconteceagora.com.br/presidente-bol sonaro-e-spotted-eating-in-plateau-of-palace-of-the-plateau /… !!!!
53	true	Bolsonaro has lunch at the "plateau" of the Planalto Palace with ministers and advisers | Policy | G1 https: // g1.globo.com/politica/notic ia / 2019/04/25 / bolsonaro-lunch-at-plateau-of-the-palace-of-the-plateau.ghtml…
54	fake	Go ahead! This leftist who called Jesus Christ a transvestite and a fag is an attraction of the #GloboLixo for the hope child. The #globolixo challenges public opinion! pic.twitter.com/Dmu4HOtWkH
55	fake	Meanwhile, this year's Criança Esperança will have a special participation from the same imbecile who called Our Lord Jesus Christ a transvestite. Gobo alone is decreeing its end. https: // www. facebook.com/1421585067/pos ts / 10213943677652339 /…
56	fake	And a BIGGER asshole, what do children in need have to do with friendly electoral dispute? Yesterday I saw an idiot comment the same as the child hope because of a presenter who said that Jesus was a transvestite, now the needy will suffer because of idiots.
57	fake	if that is the case then Johnny Hooker says that Jesus is a transvestite ... proves that he is xenophobic .... and he was on the globe ... being part of the attractions of the hope child. ... and how is it?
58	fake	Rede Globo being Rede Globo. Look at that illustrious presence in the hope child. He took the name of our Lord in vain, called him a transvestite and will still be present in one of the most millionaire campaigns on Brazilian TV for children. This is not happening! pic.twitter.com/AWGJrsMpgU
59	fake	Boycott the child hope !! The idiot who cursed Jesus as a transvestite will be the show's attraction !!! #GloboLixo #RedeEsgoto #ChildrenHopeNo #ChildrenRoubança
60	fake	great @lobaoeletrico !! It has nothing to do with your twitter, but I just need to suggest pulling the hastag # Criançaesperançanão or # Criançaçaroubança !!! That thing that called Jesus the transvestite will be the attraction of the child hope !!! And the assholes donating !!!! Let's boycott !!!!
61	fake	JESUS CALLED A TRAVESTI AND IT WILL BE ATTRACTION IN THE CHILD HOPE OF THE WASTE GLIBE! https: // www. facebook.com/1350185211/pos ts / 10212222655385478 /…
62	fake	Using "Cristo ñ is right on any occasion It's really cool to call Jesus a transvestite, like the @ @ that was on Criança Esperança? Obs .: Jesus gave literal whips to the temple vendors, he wasn't very peaceful on this occasion. Tip: No persecution without martyr / hero "
63	fake	This is if you do not disrespect the religion of others and call Jesus a transvestite. Then, go to the child hope to ask for money ....
64	fake	After calling Jesus a transvestite, Johnny Hooker sings at Criança Esperança https: // noticias.gospelprime.com.br/johnny-hooker- child-hope-all-form-of-love /…
65	fake	The tag Criança Esperança was first in Tt but there were only people against this crap they are doing, actress and actors q support abortion asking for money, singer q called Jesus a transvestite, q Twitter dropped the tag.
66	fake	VC THAT SAYS CHRISTIAN AND IS THINKING TO DONATE MONEY TO THAT ISSUER WASTE REMEMBER THE CREATURE THAT CALLED JESUS CHRIST IN TRANSVESTI IS ONE OF THE CHILDREN'S HOPE ATTRACTIONS.
67	fake	Garbage globe. Johnny Hooker put hope in the child who called Jesus a transvestite. #Child Hope
68	fake	Child Hope or hope sealing? Do not mess your name with this gang that calls Jesus a transvestite !! #NaoDoeCriancaEsperanca
69	fake	Wow, the guy says Jesus is a transvestite and gay yes. Where is he ? At Globo in Child Hope
70	fake	FUCKING YOU SO JOKE NE? HOW DOES A BITCH CHILD, WHO CALLED JESUS A TRAVESTI ON A NATIONAL NETWORK? WHAT A DISRESPECT TO THE BRAZILIAN FAMILY! USE THE NAME OF CHILD HOPE "PRAY FOR A TRASH OF THEM IN THE AIR! HOW DISGUSTING! # Criançaesperança"
71	fake	Just to remind you that the retarded jhonny hooker (who called Jesus a fag and a transvestite) will participate in the hope child. Just to remember to weigh in the decision of how much to donate, if you donate at all.
72	fake	THE SINGER Johnny Hooker - PROSTITUTE IN ENGLISH, WHO CALLED JESUS OF TRANSVESTI, WILL BE IN CHILD HOPE! . . #tv #presenter # child #journalism #information #journalist… https: // www. instagram.com/p/BmXRa2fhk-n/? utm_source = ig_twitter_share & igshid = 3p68iiyc1h2a ...
73	fake	Criança Esperança will be presented by the transformer who equated Jesus to transvestite http: // www. conservadorismodobrasil.com.br/2018/08/crianc a-esperanca-tera-presentation-do-transformaista-que-even-jesus-a-travesti.html…
74	fake	This CARNIÇA called JESUS a transvestite. It will be at Criança Esperança ". WRONG! MISERABLE and IMMACHUMBLE. You will burn in the sulfur and fire of the insect hell. Pic.twitter.com/xsKpwA4GjW"
75	fake	ATTENTION ! the idiot who called Jesus a travesty fag will participate in Globo's Criança Esperança Say NO to the hope child DON'T DONATE. Disclose to all your contacts below details! SHARE pic.twitter.com/NvAd4jVsEb
76	fake	I just learned that the gayzista garbage that called Jesus TRAVESTI won a UN award and was invited to perform at Criança Esperança da Globo. Nice, right? pic.twitter.com/T2wsa6X0nY
77	fake	Money that Globo then deducts from the income tax. They are also publicizing that that bastard Johnny Hooker who called Jesus a fag and a transvestite will perform at Criança Esperança "or so hiding?"
78	fake	@Crian_Esperanca Singer who stated that Jesus is a transvestite and "fag" is denounced at the Federal Public Ministry https: // www. jmnoticia.com.br/2018/07/31/can tor-que-stated-que-jesus-e-travesti-e-bicha-e-denunciado-no-ministerio-Público-Federal /… via @jmnoticia - So it is this is the artist who will participate in Criança Esperança ""
79	fake	What about Christians who will donate hope of the globe to the child ... Even after that little singer says that JESUS is a transvestite, that JESUS is a fag ...
80	fake	LOOK AT THE SHIT that Globo will promote !!!! - Singer who called Jesus a transvestite will perform at Criança Esperança https: // noticias.gospelprime.com.br/johnny-hooker- jesus-travesti-Criança-Esperanca /…
81	true	ABIN issued a note denying that the Brumadinho disaster was a terrorist attack by 1 Cuban and 1 Venezuelan. Beast people
82	true	it was necessary for abin to pronounce itself on fake news where it claimed that the brumadinho tragedy was due to a Cuban / Venezuelan terrorist attack the Brazilian is living in a parallel reality among the three too many spies, you know?
83	true	RECHACE THE LIE: ABOUT FAKE NEW RELATED TO BRUMADINHO About the fake new distributed by the extreme right on social networks that attributes to a Venezuelan and an imaginary Cuban a terrorist explosion that would have generated the tragedy at the Brumadinho dam. pic.twitter.com/kyvPDxHosm
84	true	See what the minions are spreading through WhatsApp - detail: abstract the Portuguese mistakes (the guys are stupid, as well as crazy). According to this delusion, the rupture of the Brumadinho dam may have been a terrorist act - a Cuban and a Venezuelan are involved:
85	true	My cousin, who loves fake news, showed me a text on Facebook saying that the tragedy in Brumadinho was actually a terrorist attack caused by a Cuban and a Venezuelan. Lie.
86	fake	@CarlosBolsonaro It is URGENT that we anticipate going to the streets before April 7th! The Supreme Court decided to give Lula a safe conduit on April 4th. And it will be FREE! Let's go on April 3rd !!!!!
87	true	https: // www. rumors.org/politica/stf-s target-conduto-lula-solto.html… NEWS FROM SALVO CONDUITO DE LULA IS FAKE. HELP TO DISPUTE. They are using the rumor to incite hatred to the Supreme Court that will play HABEAS CORPUS DE LULA on MARCH 4, THURSDAY pic.twitter.com/X0fCRRiJzk
88	fake	How absurd!!! Minister Cármen Lúcia, of the Supreme Federal Court (STF), sent lawyer José Roberto Batochio the ex-president Lula's safe-conduct. The document authorizes the PT to travel and transit freely. https: // politica.estadao.com.br/blogs/fausto-m acedo / salvo-conduto-de-luiz-inacio-lula-da-silva /…
89	fake	Lula receives the STF safe conduct. #STFVergonhaNacional The condemned place is in jail. Go ahead! pic.twitter.com/leozjWC8sw
90	fake	@STF _oficial, Salvo Conduto para Lula? You leftist dictators, you are the shame of Brazil and will fall #STFVegonhaNacional
91	fake	@jairbolsonaro ATTENTION ALERT TO ALL STF .JA GIVES THE SAVED CONDUCT TO LULA, .STF .WILL RELEASE LULA AND 170 MORE HIGH-HAZARDOUS BANDITUDES
92	fake	SALF CONDUCT STF THE SQUID THAT SHOULD BE RELEASED NEXT HOURS. @CarlosBolsonaro @jairbolsonaro @joicehasselmann What's up? If it is already difficult with him just complicating the prison, imagine him loose !!! Will you accept silent?
93	fake	Good Morning. It seems that it will have saved conduit for Lula to leave the political prison he is in. Via STF. https: // www. instagram.com/p/Bvjf35Ng_L7/? utm_source = ig_twitter_share & igshid = 1jk9cpjfuih4…
94	fake	Today 11 men who did not receive a single vote from the people, will decide whether to bury the country ... Lula, Cunha, Cabral, Vacari Neto and Zé Dirceu, today they can receive, from the hands of the Supreme Court, permits / unless condemnation of impunity and detonate the Bolsonaro government. #STFnaoMateALavaJato
95	fake	* The MST worms and petistas invade Brumadinho to STEAL what is the right of the victims of the dam tragedy! * They come from afar to occupy the lands, we have to report it urgently. pic.twitter.com/gHKcQ81xb6
96	true	There is a strong relationship between the MST, MAB (Movement of People Affected by Dam) and the Catholic Church. The MST's presence in Brumadinho is just to reinforce support for families affected by the dams.
97	fake	Thank God things are getting on track !! The fear of encountering an armed farmer is greater than the desire to plunder. Congratulations, president. Now the MST is chasing the families of the victims in Brumadinho, parasites.
98	fake	THE LACK OF CHARACTER HAS NO LIMITS ** MST invades BRUMADINHO to ..... What is the right of the victims of the dam tragedy They come from afar to claim the lands as if… https: // www. instagram.com/p/BxAwHBzB4cU/? utm_source = ig_twitter_share & igshid = qc4jav5u8jvn…
99	fake	MST bums come from everything that is a place to get the land in Brumadinho you can believe it. https: // www. facebook.com/1496544215/pos ts / 10219602099151838 /…
100	fake	MST is there in Brumadinho wanting to profit.
101	fake	Brumadinho's invasion by the MST is in search of a little mouth ... (indemnity). pic.twitter.com/HKKAqHrNMc
102	true	Deputy echoes false news about the MST having invaded Brumadinho to take lands from those affected by the dam ", which has already been denied: https: // twitter.com/Boatosorg/stat us / 1123979369637134336? S = 19 ... https: // twitter. com / depheliolopes / status / 1124269458309242880… "
103	fake	THE LACK OF CHARACTER HAS NO LIMITS! ** MST invade Brumadinho to ........ ??? What is the right of victims of the dam tragedy! They come from afar to claim the land as if they were victims of the dam burst. # BolsonaroÉPresidente #DeputadoHelioLopes pic.twitter.com/GwvsPE7NW2
104	fake	MST opportunists in Brumadinho. They are questioned by the real residents. pic.twitter.com/rNpR42ECdm
105	fake	The MST bums have now solved the misty envadi
106	true	One of the anti-hoax websites debunked the rumor that the MST had stolen victims of environmental crime in Brumadinho. It is much easier for the MST to HELP victims with donations of agricultural products than to have stolen. The one who stole it was the privatized Vale.
107	fake	* The MST worms and petistas invade Brumadinho to STEAL what is the right of the victims of the dam tragedy! * They come from afar to occupy the lands, we have to report it urgently. pic.twitter.com/uppqeqr3K5
108	true	One of the anti-hoax websites debunked the rumor that the MST had stolen victims of environmental crime in Brumadinho. It is much easier for the MST to HELP victims with donations of agricultural products than to have stolen. The one who stole it was the privatized Vale.
109	fake	WARNING THE PRESIDENT ABOUT THE MST INVASION IN BRUMADINHO .... SEND THE FFAA TO LA AND TAKE THE BANGS TO THE BULLET https: // twitter.com/BolsonaroSP/st atus / 1123353186528636928…
110	fake	The MST and PT worms invade Brumadinho to STEAL what is the right of the victims of the dam tragedy. They come from afar to occupy the land, we have to report it urgently. @jairbolsonaro @xicograziano @manuelkobel @alexandregarcia @augustosnunes @BlogDoPim pic.twitter.com/ZZzh88OpSi
111	fake	But Brumadinho needed to be protected, devastated land and homeless properties ... Because the MST came and settled there
112	fake	Now vultures, living on carrion. Sorry, not that Brumadinho is a carrion, but q the MST became butchers as if it were not enough to be terrorists.
113	fake	@jairbolsonaro Look at the CLOWN, MST is PT, Brumadinho is in turmoil. They want to receive land that will be distributed to the families of VICTIMS ... PEOPLE WITHOUT RESPECT. HIT EVERYBODY IS LEAD TO RURAL PRISON, it's summer that they never caught a hoe pic.twitter.com/sg7vr3pWAX
114	fake	And the MST that is already in Brumadinho to make hell and want to steal what the residents are entitled to, I said about the RESIDENTS. @ pmmg190 @MPMG_Oficial @jairbolsonaro @policiafederal
115	fake	Congratulations, President! Private property is sacred! This MST has only wanted to riot the country since the 1980s! Look what they did now in Brumadinho, a city devastated by tragedy! What invaded the city for what?
116	fake	REVOLTING! MST invades BRUMADINHO! https: // youtu.be/XmsJt8i_VH0
117	fake	MST militontos based on cachaça and mortadella invade Brumadinho, not to help but to usurp land and benefits that may be generated due to the tragedy! pic.twitter.com/laLcExA5wU
118	fake	The MST bums are there in Brumadinho, trying to steal the help they receive. Riot.
119	fake	See how far the PT and its armed wing, the MST, are invading the already devastated Brumadinho. Look at that guys! https: // twitter.com/AlineRoPina/st atus / 1122315027615297536…
120	fake	MST w / office in the USA? But they are not poor, left to their own devices, they cannot survive without agrarian reform "? They even invaded Brumadinho because they are entitled to also receive compensation. Terrorists, this is what they are. #CoafComMoro"
121	fake	The government needs to take action, MST protesters are confronting and cornering the residents of Brumadinho. They invaded the city. @jairbolsonaro @SF_Moro @DefesaGovBr @policiafederal https: // twitter.com/Bolsoneas/stat us / 1122522906133770241…
122	fake	URGENTLY SSM MST and PT's invade Brumadinho to STEAL what is the right of the victims of the dam tragedy. They come from afar to occupy the land. WE NEED TO REPORT AND DISSEMINATE ASAP. pic.twitter.com/WlAeKYg9tx
123	fake	PRESIDENT JAIR MESSIAS BOLSONARO AND MORÃO VICE SEE WHAT IS HAPPENING IN BRUMADINHO THE MST IS INVADING LA, FOR THE LOVE OF GOD PUT EVERYONE IN THE CHAIN. pic.twitter.com/BQxn9sy4I9
124	fake	The MST and PT worms invade Brumadinho to STEAL what is right of the victims of the dam tragedy They come from afar to occupy the lands, we have to report it urgently. @gleisi @mariadorosario @Haddad_Fernando @LulaOficial look at the shit you guys do! @jairbolsonaro pic.twitter.com/wmcoGNeClq
125	fake	It is not enough for the people of Brumadinho to have suffered from the catastrophe, now they suffer the threat of invasion by the MST and PT profiteers pic.twitter.com/4CYTzfSDvP
126	fake	Do not forget the MST that is already in fog, swearing to stand together that has lived there for millions of years.
127	fake	What do you think the MST is doing in Brumadinho? Help something? Give medical and psychological assistance? Of course not. They are there to steal, strike, but they will not succeed, they are already properly mapped and if they try to establish a commune, lead will eat
128	fake	MST It was only the misty one Because the dose of the river poured much more land to help the innocent covered in mud only Israel #mst #interesseiro https: // twitter.com/tininhasouza19 1 / status / 1122588432688209920…
129	fake	The worms of Cuba, the MST and PT's invade Brumadinho to loot what is the right of the victims of the dam tragedy! They come from afar to invade the lands, we have to report… https: // www. instagram.com/p/BwzhtrcBeZ6/? utm_source = ig_twitter_share & igshid = 1h1r4lv5nue3u…
130	fake	Send the National Force to Brumadinho, which was invaded by the MST to disrupt the city and harm the people already suffering in the region!
131	fake	How long will we be forced to see these terrorists parading through our country. They respect nothing. MST invading Brumadinho. # BrasilÉBolsonaro #MoroTePrendiBabaca pic.twitter.com/Vg6hn9WZXX
132	fake	Taking newspaper class? The left is dizzy, they don't know what else to do: The MST and PT worms invade Brumadinho to STEAL what is the right of the victims of the dam tragedy! They come from afar to occupy the land, we have to report it urgently.
133	fake	MST worms and petistas invade Brumadinho MG, to STEAL what is the right of the victims of the dam break tragedy! They leave from afar to occupy the land, of people who have not even recovered yet! We have to report it urgently! Canalha pic.twitter.com/7yHAmgLFO8
134	true	MST holds political act in support of the families of Brumadinho The Movement of Landless Rural Workers promotes cultural political act in solidarity with the families of Vale's crime tragedy in Br ... http: // planetamg.com.br/mst-realiza-at the-politician-in-support-the-families-of-brumadinho /… pic.twitter.com/cFHSkAxOKh
135	true	MST calls for an act this Friday (5) against Vale's crimes in Brumadinho - Diário Causa Operária https: // www. causaoperaria.org.br/mst-convoca-at o-this-friday-6-against-the-crimes-of-the-valley-in-brumadinho / #. XKeUj15-TIg.twitter…
136	true	MST CALLS FOR POLITICAL ACT IN SUPPORT OF LANDLESS AFFECTED BY MINING In Minas Gerais, landless families are fighting the effects of Vale's crime in Brumadinho in action this Friday (05) Photo: MST Nesta ... http: // planetamg .com.br / mst-summons-at-the-political-in-support-to-the-landless-affected-by-mining /… pic.twitter.com/jl7997yHKw
137	true	For the life of women, we are all Marielle. "Yesterday 400 women from @MST _Oficial and from the Movement for Popular Sovereignty in Mining (MAM) blocked the passage of a train from Vale near #Brumadinho. Https: // www. Sul21.com .br / movements / 201 9/03 / women-of-the-mst-and-of-the-mam-lock-passage-of-the-train-of-the-valley-in-minas-gerais / #. XIpI72LFkl4.twitter… #QuemMandouMatarMarielle pic. twitter.com/AcmSWVXgaH "
