TweetID,predictions,distances
865434540873056256,Positive,0.0009457608684897423
863252651290570752,Positive,0.0031193832401186228
864904383514935297,Positive,0.9959348440170288
863595543787958274,Negative,0.0011886230204254389
864178018964709376,Neutral,0.0015296331839635968
864681365442310145,Positive,0.9972816705703735
864120098625376257,Positive,0.005368850659579039
864707677573832704,Neutral,0.006644393317401409
862706377973800961,Positive,0.9879867434501648
864492973668667393,Negative,0.9857106804847717
864905091064754176,Positive,0.010484547354280949
864650052538683392,Positive,0.0038047279231250286
862744519921586176,Positive,0.006495007313787937
864526059336720384,Positive,0.9811378717422485
864654694647562241,Neutral,0.012367021292448044
863168203316506624,Negative,0.001056714914739132
864664403303682049,Positive,0.0027323132380843163
865051937703677952,Positive,0.9962109327316284
865073868855275520,Positive,0.001599493669345975
862155852731609088,Positive,0.00261282897554338
864602108070432769,Positive,0.9957876801490784
864481174391058432,Positive,0.0064554219134151936
863086194716008448,Positive,0.5293766260147095
865901040855650307,Positive,0.46416792273521423
865537610239713281,Positive,0.0009644212550483644
862152072266960896,Negative,0.0022198776714503765
864895883594407940,Positive,0.9968157410621643
864532036060676101,Negative,0.9937534928321838
864653804456857601,Neutral,0.004566391929984093
865429930095460352,Positive,0.0016802053432911634
862158300732952576,Positive,0.0010499837808310986
865054139256123392,Negative,0.001828187145292759
864653095783071744,Neutral,0.9971217513084412
864654653627215872,Neutral,0.002503586933016777
862723945564442625,Positive,0.011907023377716541
864496419520040961,Positive,0.9855894446372986
864654680017842176,Positive,0.14500893652439117
865268877483286528,Neutral,0.14324210584163666
864466930534686721,Negative,0.7117489576339722
865582945695694848,Positive,0.003098779357969761
864651377745833984,Positive,0.01629507914185524
862359065598586880,Positive,0.9806061387062073
864656317721530371,Negative,0.004357971716672182
864700915860856832,Neutral,0.7719016075134277
864332310354722816,Positive,0.22374041378498077
864672481155698688,Negative,0.9944660067558289
863249603667341313,Positive,0.0020457813516259193
862667600651845633,Positive,0.0034882465843111277
864905603575099393,Positive,0.0009596015443094075
864179922411106304,Positive,0.0022630493622273207
864657138769162241,Negative,0.996777355670929
863585404305498112,Neutral,0.0027216372545808554
865057338545364992,Positive,0.08738424628973007
863163096927522816,Neutral,0.9098941683769226
865566068022161408,Negative,0.0010743812890723348
864703330710429696,Positive,0.003280529985204339
865682710152572928,Neutral,0.9956451654434204
862673564960477184,Positive,0.4232530891895294
862155853478187008,Positive,0.10035289824008942
862517121762439170,Positive,0.47639408707618713
864334706350981120,Neutral,0.0017589177004992962
864700471428218882,Negative,0.001603704527951777
864689473233268736,Neutral,0.9966373443603516
864119845901787140,Neutral,0.0010002569761127234
865051872318640128,Neutral,0.0030997362919151783
862164557548204033,Neutral,0.9958999752998352
862304902437097473,Negative,0.0010020957561209798
864164943557472256,Positive,0.0021811414044350386
864656324730204165,Negative,0.9968168139457703
862146369515126784,Neutral,0.0025059187319129705
863586662554750976,Neutral,0.004864730406552553
863579647954608129,Neutral,0.9926292896270752
862156475229249536,Negative,0.09512655436992645
862006212212248576,Positive,0.08681876212358475
863572429611966464,Positive,0.8180546164512634
862524021061165056,Neutral,0.9901835322380066
865073535831740416,Neutral,0.006834510713815689
864702264690266112,Positive,0.0029820601921528578
861283537772838913,Positive,0.0019196573412045836
863795423693213696,Positive,0.02599545754492283
862152683523801088,Negative,0.9720848202705383
862360553292914688,Neutral,0.9927629828453064
864311437157703681,Positive,0.005712517537176609
864666793427824640,Neutral,0.0015245478134602308
864426675467157506,Neutral,0.02464682050049305
864837147689443330,Negative,0.5625649094581604
865061975465877504,Positive,0.4127882719039917
864688807068782594,Positive,0.0031565751414746046
862669973075918848,Neutral,0.003647817298769951
864696368635535363,Negative,0.993195652961731
864126103052587009,Positive,0.001262571313418448
863588751959887872,Neutral,0.001508690300397575
864672468736364544,Positive,0.9972286820411682
863573344158969856,Positive,0.7021151185035706
864662776463204353,Negative,0.25308123230934143
862305865998716929,Neutral,0.04480365291237831
862153339546599424,Neutral,0.008905794471502304
865247795510464513,Neutral,0.7144748568534851
864127090010075137,Neutral,0.2766193449497223
863035373416583168,Neutral,0.003435326972976327
865261315954233345,Neutral,0.9299178123474121
863139641230327809,Neutral,0.06664688885211945
864896774980370434,Negative,0.007851099595427513
865425960312512514,Positive,0.2528285086154938
864893742842601472,Neutral,0.7393203973770142
862512135989055488,Positive,0.0011353709269315004
865220822369173504,Negative,0.0016410192474722862
862308975252996097,Positive,0.9972236156463623
862481734117588992,Neutral,0.00348170124925673
863574121275371521,Positive,0.2193014919757843
862310412213211136,Negative,0.7772167921066284
863082610003767296,Positive,0.00278303399682045
862521895610142720,Positive,0.9927501678466797
864943385605537792,Positive,0.0044667962938547134
862175733095034881,Negative,0.9810066819190979
864481402405998593,Positive,0.01736299693584442
865786351907737600,Neutral,0.001630346872843802
864126837206765568,Neutral,0.0011466967407613993
865005400172634112,Neutral,0.006272171624004841
862114210075029504,Neutral,0.9925811290740967
864557924923965441,Positive,0.0011284942738711834
864895435244175369,Positive,0.0027274542953819036
864672483005394945,Negative,0.9961440563201904
864336278946324482,Positive,0.0012287229765206575
862313576828162048,Negative,0.0015088585205376148
862513990618030080,Positive,0.9972623586654663
865540022258122753,Negative,0.9870031476020813
865566857134301184,Negative,0.01125571969896555
865563983813771264,Positive,0.0017411408480256796
864877489801310210,Neutral,0.02270556427538395
862153328897257473,Negative,0.9548623561859131
864667583861190658,Positive,0.022432077676057816
862358596507631616,Positive,0.0012068453943356872
865428286871977988,Positive,0.0015524807386100292
864895254033555456,Positive,0.9972406625747681
863246815621251072,Neutral,0.9952772855758667
863582224989474816,Positive,0.0023985609877854586
862723038835560448,Positive,0.002324138768017292
863244986233626626,Positive,0.030384862795472145
863575527315181569,Positive,0.47015222907066345
863043641111130112,Negative,0.49946287274360657
864692704600522753,Neutral,0.0035564755089581013
862143866648002565,Negative,0.005669108591973782
864341056816529408,Neutral,0.9907744526863098
864904484593577984,Positive,0.0010995629709213972
865046810095648768,Positive,0.001748443697579205
864901146552520704,Neutral,0.9971519708633423
864176762527330304,Positive,0.001140299835242331
865185296274599936,Positive,0.001620671828277409
863246926002761728,Neutral,0.9972389936447144
862684007527587842,Positive,0.6021384596824646
863044595579588608,Negative,0.37968572974205017
865565911276806147,Negative,0.01817581057548523
865264501809192961,Positive,0.01911374367773533
862151434464366593,Positive,0.9773533344268799
865570614802882560,Positive,0.003532916307449341
863582429361176576,Neutral,0.001075065927579999
865717237256159232,Neutral,0.001526907435618341
865266054506967040,Positive,0.9973980188369751
864540869743054848,Negative,0.07648006826639175
864671046384963585,Neutral,0.9054036140441895
865556442002071552,Negative,0.01811622828245163
863091291810398208,Positive,0.9891708493232727
862730993890885632,Positive,0.008347640745341778
864679486901690369,Positive,0.0024815264623612165
864686225365618688,Negative,0.0014903746778145432
863044339135631361,Positive,0.0026436259504407644
863882183534096384,Positive,0.995866060256958
862811050877624320,Neutral,0.0020216605626046658
864678944943083520,Neutral,0.9956753849983215
862160863414845440,Positive,0.0023029439616948366
863787511323209728,Positive,0.0007707471959292889
863794550934056961,Positive,0.004169662948697805
865563694973038592,Neutral,0.995059609413147
862683077440663553,Neutral,0.0009972067782655358
865177335431147520,Neutral,0.001877675298601389
862302883844427776,Positive,0.9971250891685486
862750941056991236,Neutral,0.02539253607392311
862669641071693824,Negative,0.3072828948497772
865072351947489280,Positive,0.6673245429992676
865191020123836416,Negative,0.11513399332761765
863797045617983489,Positive,0.8322721123695374
862644230635868160,Positive,0.05259397625923157
864179605657333761,Neutral,0.9950643181800842
864123069908037634,Neutral,0.002517244778573513
862654327537750016,Positive,0.002418440766632557
865066020171653120,Neutral,0.008421642705798149
864702455245832192,Positive,0.7947775721549988
863816316850974722,Negative,0.19680076837539673
864687845612691456,Negative,0.005970662459731102
864095002737168385,Negative,0.8881858587265015
865048584479232001,Negative,0.1058434471487999
862152691501465601,Positive,0.0065117040649056435
864657931316248576,Positive,0.4980204701423645
863572957406392321,Positive,0.49546775221824646
864678954837344256,Neutral,0.0465938076376915
865204668691091456,Positive,0.9413092136383057
864127666525437953,Negative,0.012096934951841831
865551024294998017,Neutral,0.9948238134384155
862142609548070913,Neutral,0.003504176391288638
864130899197263872,Positive,0.0016720863059163094
865342436947709953,Positive,0.0010047187097370625
864640364279451648,Negative,0.001889414619654417
865419498467188737,Negative,0.9971058964729309
864903473019711488,Neutral,0.9402925968170166
862736958564569089,Neutral,0.04013080894947052
864527303665221632,Neutral,0.019576534628868103
864656280018968576,Negative,0.22703778743743896
862155857018146816,Negative,0.7653971314430237
864448983867019264,Neutral,0.0075650811195373535
864166888556965893,Positive,0.057391148060560226
862155212550746113,Negative,0.8185616135597229
865302650283327490,Positive,0.12404722720384598
864330942051213313,Positive,0.003379724221304059
864704131642138624,Negative,0.9544171690940857
862150153792356352,Negative,0.04220316931605339
864468709225754624,Negative,0.9940800070762634
864328370150154240,Positive,0.0030550251249223948
865056526834311168,Positive,0.0028649030718952417
865545503815094273,Positive,0.0026218395214527845
864454289460269056,Positive,0.05003669485449791
865659608513339392,Negative,0.9473414421081543
863553857951084544,Neutral,0.034246377646923065
863781167664951296,Neutral,0.04225733131170273
864532140796628994,Positive,0.9234963059425354
864905558327009280,Positive,0.3774299919605255
864690285841977344,Positive,0.490032821893692
862161537959702528,Neutral,0.13253718614578247
865219445555376130,Positive,0.0189653430134058
863040159725629445,Positive,0.5477844476699829
865729414260301825,Negative,0.43325021862983704
864335964205961216,Positive,0.006677940953522921
864586506475896832,Neutral,0.05663494020700455
864899104417222656,Positive,0.9366871118545532
865629121673441280,Negative,0.0010618815431371331
862355381456076800,Negative,0.0018053425010293722
864485506582794242,Positive,0.9971327781677246
862147006717988864,Negative,0.0011488068848848343
865571645880225793,Neutral,0.0017764524091035128
864657954850705412,Positive,0.9970747232437134
864665204268965890,Neutral,0.9879094958305359
862143883278512128,Positive,0.005330479703843594
863586964775292928,Positive,0.006760017015039921
862176070472261632,Neutral,0.0036078861448913813
862155195563880450,Positive,0.9833606481552124
864704226311720960,Positive,0.013031530193984509
862669829786013697,Neutral,0.015825549140572548
865057306618277888,Positive,0.08329727500677109
865545082979532802,Positive,0.9008771777153015
864662805164765185,Negative,0.0029061371460556984
865061977613316096,Neutral,0.9845935702323914
864182645596487681,Neutral,0.012500302866101265
864671669767593984,Negative,0.0032592748757451773
862523893856260096,Negative,0.9711740612983704
865250063920115712,Positive,0.025566671043634415
864859328616046593,Negative,0.9950854182243347
864657945098891264,Positive,0.0028131233993917704
864130978729558017,Positive,0.002101420657709241
864685464921485312,Positive,0.0038370562251657248
863579602257666049,Neutral,0.011336034163832664
864657931974971392,Negative,0.984826922416687
865207791010672640,Positive,0.0011037816293537617
864657137187860480,Neutral,0.0014876159839332104
862695045534797826,Positive,0.9974085688591003
864458939370483712,Negative,0.21557651460170746
862288154614693888,Positive,0.7753329873085022
864181731154432000,Negative,0.009090523235499859
864898123344334848,Negative,0.99505615234375
862143885434290179,Negative,0.003025622107088566
864901250118107136,Positive,0.0019181735115125775
864935773447081987,Positive,0.007556434720754623
863083133792657408,Negative,0.03961492329835892
862321450463657984,Neutral,0.9528286457061768
864657140987899904,Neutral,0.004132559988647699
864693390939758592,Positive,0.5328874588012695
863379311767805952,Positive,0.46297991275787354
864534059132891136,Positive,0.015721995383501053
865067620248297472,Positive,0.05022173374891281
864667630577299456,Negative,0.934056282043457
865565993120276482,Positive,0.0012380557600408792
865778303914958850,Positive,0.0020601574797183275
864674080120877056,Neutral,0.9967017769813538
863585242170503169,Positive,0.9940647482872009
863584942957219840,Positive,0.002652972238138318
862318317389918208,Positive,0.003282214282080531
862667027957338112,Neutral,0.40630581974983215
862374046394187777,Negative,0.5859078764915466
864678138097405952,Negative,0.007786224130541086
862157750620610560,Negative,0.004523849114775658
862461084481052672,Positive,0.9496784806251526
864669252380446720,Neutral,0.04579756408929825
865575509564026881,Negative,0.002536087529733777
865218885808738304,Neutral,0.9952155351638794
865583716088766467,Positive,0.002248323755338788
865431691531358208,Positive,0.017676958814263344
864687048019632129,Negative,0.6735969185829163
864628874218549249,Neutral,0.30872613191604614
862623978355085315,Neutral,0.0019995905458927155
865784063734546432,Neutral,0.9951028823852539
864123263093493761,Positive,0.002897596685215831
864343229059276800,Negative,0.0020904899574816227
862669306630483968,Positive,0.9930243492126465
864537964751331328,Neutral,0.004885164089500904
862319879470407681,Neutral,0.048649054020643234
862673513978753024,Neutral,0.9473828673362732
864198305785552900,Neutral,0.003968159202486277
864653834601279488,Positive,0.9950804710388184
863044774588272640,Positive,0.0021856159437447786
865221212947066880,Neutral,0.0027339148800820112
862140711289978880,Positive,0.0023845189716666937
864133675390259201,Positive,0.022023865953087807
864448935032758272,Positive,0.9755915999412537
865428941296640000,Negative,0.011046972125768661
864657102106759168,Positive,0.9844956398010254
864904876035387392,Neutral,0.004457335919141769
864093867582337026,Positive,0.0011730595724657178
865564249460002817,Positive,0.001630631391890347
864105107868274688,Neutral,0.9971963167190552
864685405345632256,Negative,0.9928632378578186
862879726398038016,Positive,0.0056037637405097485
862144515389435906,Neutral,0.0015329919988289475
865438123483955200,Positive,0.0025652183685451746
863161970496811008,Neutral,0.016225541010499
863084851972509696,Positive,0.9812092185020447
862290366766215169,Neutral,0.03463737666606903
865564925221105666,Positive,0.961613655090332
864646718838722560,Neutral,0.0037489256355911493
865048611800981505,Neutral,0.015240320935845375
865352699675541504,Positive,0.34157127141952515
864680573016702977,Negative,0.6431884169578552
865262505903497217,Negative,0.9951494336128235
863800319448363008,Positive,0.0026962158735841513
862682869256290304,Positive,0.0021543174516409636
865438144195330048,Positive,0.008905249647796154
863575250130407428,Positive,0.012601208873093128
862148923879718916,Positive,0.9784935712814331
865422937632907266,Negative,0.006925529800355434
863595440209408000,Negative,0.005869697779417038
864167061450244096,Positive,0.9872047901153564
864170673937186817,Neutral,0.0013519612839445472
863578172268392449,Negative,0.0023753514979034662
862304270183518208,Positive,0.9962726831436157
862284540634648580,Positive,0.9952974915504456
863586143396298752,Positive,0.0024152444675564766
862153325336244225,Positive,0.0022872549016028643
864893517168074752,Neutral,0.05252275988459587
862139465309016065,Negative,0.15923604369163513
865176231557386242,Positive,0.7882412075996399
864700945858482177,Positive,0.003412968944758177
864530098749308928,Neutral,0.9910228252410889
863599553878118400,Positive,0.005564246792346239
864687053447057408,Neutral,0.07903644442558289
864670797247512576,Neutral,0.6869369745254517
863368128276967426,Positive,0.23402659595012665
864532147247427584,Positive,0.004537626635283232
864680585574440961,Positive,0.9843154549598694
864683530537906176,Positive,0.011146853677928448
864540804123168769,Neutral,0.005640022922307253
862411346318675969,Negative,0.9783162474632263
864662755273560065,Negative,0.016043657436966896
863789357630722048,Negative,0.0013468896504491568
864674894126174208,Negative,0.022467775270342827
865552068945235969,Neutral,0.9761853814125061
864671656618471424,Neutral,0.2490694224834442
863600306311057408,Positive,0.33995476365089417
862649857709944832,Negative,0.4109758138656616
864681380948713473,Positive,0.9946635961532593
863579326792335360,Negative,0.003324992023408413
862352180929548288,Positive,0.0020113347563892603
864179629027987456,Neutral,0.0008126537431962788
864558520582254592,Positive,0.002324430737644434
863587184653324288,Positive,0.9968628883361816
863371811521794048,Neutral,0.5348396897315979
864179366317707268,Neutral,0.4601094126701355
863786967590469632,Positive,0.005050848703831434
862308879220318208,Positive,0.0012979983584955335
864901536668889092,Positive,0.0016380399465560913
864710403485519872,Negative,0.997063934803009
862671589481099264,Neutral,0.9271917343139648
864905979464384513,Positive,0.03213496878743172
862156480857767936,Negative,0.04067318141460419
864175473315778563,Positive,0.6445471048355103
865230237063368704,Negative,0.34557029604911804
863091820179451905,Neutral,0.009882569313049316
862152683637047296,Positive,0.005030365195125341
863381885078163457,Negative,0.38637492060661316
863207127296466946,Neutral,0.6085947155952454
865752820380835841,Negative,0.008179468102753162
864666808778977280,Negative,0.5186212062835693
865695233639665664,Negative,0.47319933772087097
862317596464615424,Positive,0.9952322840690613
864905693442322432,Negative,0.0019316489342600107
864844717439275009,Negative,0.0028361044824123383
862887202136739841,Positive,0.1939869374036789
863574488570634244,Negative,0.15462848544120789
863577324503130113,Negative,0.6513845920562744
865050439905136641,Positive,0.0012587221572175622
865546797246160896,Neutral,0.0029226241167634726
864541142867685377,Positive,0.9958186745643616
862894315558891520,Neutral,0.0009103137999773026
864668382313971712,Positive,0.006880491506308317
862147018009006082,Positive,0.9922091960906982
865050440521711616,Negative,0.00085553148528561
864603518157680640,Negative,0.002725958591327071
864663591777075202,Neutral,0.9964184761047363
862184741453410304,Negative,0.006560103967785835
864134767683530752,Negative,0.5918387770652771
862518749286588416,Negative,0.401601105928421
861935455381725184,Neutral,0.001055999076925218
863575149622243329,Negative,0.002523204078897834
862157093373083650,Neutral,0.9964208602905273
864688731546157056,Positive,0.000981372082605958
862342772711452672,Negative,0.0029106817673891783
862325863945310210,Negative,0.9961079955101013
865434623232401408,Positive,0.0010459546465426683
865547533774274560,Neutral,0.0015983390621840954
864842841729708032,Neutral,0.9973556995391846
865564092714627072,Positive,0.0008598098647780716
862153970344751104,Neutral,0.00210976111702621
865176804872638464,Neutral,0.9970303773880005
864694911760822272,Neutral,0.9879651069641113
864698229933445120,Negative,0.008509861305356026
862321857252528129,Positive,0.0035250703804194927
865582781220257792,Negative,0.051775768399238586
864850571978829824,Neutral,0.9374804496765137
863376238076887040,Negative,0.010743843391537666
864655521105797121,Neutral,0.950980007648468
864600417698816000,Neutral,0.041940100491046906
863004413455216641,Negative,0.007079953793436289
864124084237611008,Negative,0.004286014940589666
864706485707788289,Positive,0.9857261180877686
865051012536643584,Positive,0.009987875819206238
864088835046748160,Neutral,0.0016072092112153769
865541388439478274,Positive,0.0016594092594459653
862670722908516352,Positive,0.9967334270477295
864906713123741696,Positive,0.009459588676691055
862296165408264192,Positive,0.013210871256887913
862889135123685377,Negative,0.9773295521736145
864643226283769856,Positive,0.3091929852962494
862678791893778432,Negative,0.6863644123077393
862145731779600384,Neutral,0.004442551638931036
862358772819394564,Positive,0.13877731561660767
862513039114940417,Positive,0.17285114526748657
864905660865105920,Positive,0.688371479511261
862434806126260224,Positive,0.0050264205783605576
864683800344899584,Negative,0.020553287118673325
862162573822742532,Negative,0.9744203090667725
864895077834993665,Neutral,0.14132395386695862
863576277948784641,Neutral,0.8473438024520874
863037863461617665,Positive,0.011332264170050621
865571296985440256,Positive,0.0011434705229476094
864342372112412673,Negative,0.0015024414751678705
864903920761659392,Positive,0.9973541498184204
864833974400667649,Negative,0.9950055480003357
862721466864992261,Neutral,0.002094847382977605
865061340326580224,Positive,0.0028995967004448175
865566893851136000,Positive,0.9950503706932068
865065417584279553,Positive,0.0029610362835228443
863247140142927872,Positive,0.0019885371439158916
864896668407402498,Positive,0.0012173792347311974
865431422567194624,Positive,0.0017308950191363692
864904425609072640,Neutral,0.9970517158508301
865050164414881792,Neutral,0.003047018311917782
865649565050863616,Negative,0.004658679943531752
865546929198870531,Positive,0.9922943115234375
863400871702429697,Negative,0.0015634088777005672
862149526353850368,Positive,0.0017087188316509128
864897614759821316,Positive,0.9967278242111206
863034422840500224,Positive,0.004102672915905714
864657951390388226,Neutral,0.9853004813194275
864665194341040129,Negative,0.010596842505037785
864683062415814657,Negative,0.07305175811052322
865627275936489474,Positive,0.8872771859169006
864685397858758656,Negative,0.03967108577489853
864687584714346496,Neutral,0.2598739266395569
864663612694114304,Neutral,0.043115608394145966
863591895221534721,Neutral,0.6970104575157166
864662756687044609,Neutral,0.9822760224342346
865543560120082434,Negative,0.016490330919623375
862288022217252864,Positive,0.0012336389627307653
864813031171121153,Negative,0.0058615682646632195
863585496349515776,Positive,0.9907073974609375
862237332866560000,Positive,0.003430982120335102
864677344228847616,Positive,0.9946541786193848
863580174507528192,Positive,0.002511282218620181
864669231647993856,Negative,0.0028345410246402025
863041766211166208,Positive,0.001086547737941146
863574074664116224,Positive,0.0019452620763331652
862670875790905346,Neutral,0.9969682097434998
864846296137572353,Negative,0.001125356531701982
862150811253604354,Neutral,0.002000256208702922
862146999373746176,Neutral,0.9968743324279785
864641479452618752,Negative,0.001272255671210587
864674904553263104,Positive,0.0013601063983514905
865543168086822912,Positive,0.9973676800727844
862674174569046016,Positive,0.9926459789276123
864696657446928384,Positive,0.0020659975707530975
862449930790633473,Neutral,0.005288018379360437
862459256209108992,Neutral,0.001168678398244083
864697738855944193,Neutral,0.0018262830562889576
864660360682405888,Negative,0.997005045413971
